Описание;Цена;Рейтинг;Ссылка
Смартфон Samsung Galaxy A16 4/128Gb,  SM-A165F,  черный;19990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a16-sm-a165f-128gb-4gb-chernyi-3g-4g-6-7-1080x-2069257/
Смартфон Samsung Galaxy A06 4/64Gb,  SM-A065F,  голубой;10990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-64gb-4gb-goluboi-3g-4g-6-7-720x16-2063288/
Смартфон Apple iPhone 16 128Gb,  A3286,  ультрамарин;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-a3286-128gb-ultram-3g-4g-1sim-6-1-1179x2556-i-2068857/
Смартфон INFINIX Zero 40 5G 12/512Gb,  X6861,  черный;42990₽;;https://www.citilink.ru/product/smartfon-infinix-zero-40-5g-x6861-512gb-12gb-chernyi-3g-4g-6-78-and14-2052876/
Смартфон INFINIX Zero 40 5G 12/512Gb,  X6861,  фиолетовый;42990₽;;https://www.citilink.ru/product/smartfon-infinix-zero-40-5g-x6861-512gb-12gb-fioletovyi-3g-4g-6-78-and-2052873/
Смартфон Samsung Galaxy S21 FE 8/128Gb,  SM-G990E,  оливковый;42990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s21-fe-sm-g990e-128gb-8gb-olivkovyi-3g-4g-6-4-2065856/
Смартфон TECNO Spark 30 8/128Gb,  черный;12190₽;;https://www.citilink.ru/product/smartfon-tecno-spark-30-kl6-128gb-8gb-chernyi-3g-4g-6-78-1080x2436-and-2065312/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  голубой;34990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-goluboi-3g-4g-6-6-10-2066282/
Смартфон Xiaomi 14T 12/512Gb,  2406APNFAG,  титановый черный;56990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14t-2406apnfag-512gb-12gb-tit-cher-3g-4g-6-67-1220x271-2062218/
Смартфон Xiaomi Redmi 14C 8/256Gb,  сиреневый;13990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-256gb-8gb-sirenevyi-3g-4g-2sim-6-88-ips-1640-2062057/
Смартфон Xiaomi Redmi 14C 4/128Gb,  черный;11990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-128gb-4gb-chernyi-3g-4g-2sim-6-88-ips-1640x7-2062054/
Смартфон Xiaomi Poco C75 8/256Gb,  золотой;12990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-256gb-8gb-zolotistyi-3g-4g-2sim-6-88-ips-1640-2062030/
Смартфон Xiaomi Poco C75 6/128Gb,  зеленый;10990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-128gb-6gb-zelenyi-3g-4g-2sim-6-88-ips-1640x72-2062028/
Смартфон TECNO Camon 30S 8/128Gb,  черный;17490₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30s-128gb-8gb-chernyi-3g-4g-6-78-1080x2436-and14-2061564/
Смартфон Apple iPhone 16 Pro 1Tb,  A3294,  бежевый титан;217090₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-1tb-a3294-bezhevyi-titan-2060769/
Смартфон NOTHING Phone 2A 12/256Gb,  A142,  черный;44990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-2a-a142-256gb-12gb-chernyi-3g-4g-6-7-and14-802-2060598/
Смартфон Apple iPhone 16 Pro Max 256Gb,  A3297,  белый титан;181890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-256gb-a3297-belyi-titan-2060490/
Смартфон Apple iPhone 16 Pro 256Gb,  A3294,  титан;167390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-256gb-a3294-titan-2060485/
Смартфон Apple iPhone 16 Pro 256Gb,  A3294,  бежевый титан;167390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-256gb-a3294-bezhevyi-titan-2060210/
Смартфон Apple iPhone 16 Pro 256Gb,  A3294,  белый титан;167390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-256gb-a3294-belyi-titan-2060205/
Смартфон TECNO Spark Go 1 3/64Gb,  черный;7490₽;;https://www.citilink.ru/product/smartfon-tecno-spark-go-1-64gb-3gb-chernyi-3g-4g-6-67-720x1600-and14-1-2058618/
Смартфон OPPO A3x 4/128Gb,  CPH2641,  лазурный;11990₽;;https://www.citilink.ru/product/smartfon-oppo-a3x-cph2641-128gb-4gb-lazurnyi-3g-4g-6-67-1080x2400-and1-2058579/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  мятный;69990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-myatnyi-3g-4g-6-7-10-2058094/
Смартфон Apple iPhone 16 Pro Max 256Gb,  A3297,  белый титан;181890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-256gb-a3297-belyi-titan-2057154/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  желтый;25990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-sm-a256e-256gb-8gb-zheltyi-3g-4g-6-5-1080x-2056548/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  темно-синий;25990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-sm-a256e-256gb-8gb-temno-sinii-3g-4g-6-5-1-2056545/
Смартфон TECNO Phantom V Fold 2 12/512Gb,  синий;119990₽;5;https://www.citilink.ru/product/smartfon-tecno-phantom-v-fold-2-512gb-12gb-sinii-3g-4g-7-85-2000x2296-2055737/
Смартфон NOTHING CMF Phone 1 8/256 Gb,  A015,  черный;31990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-256gb-8gb-kak-novyi-chernyi-3g-4g-2sim-6-2054944/
Смартфон NOTHING CMF Phone 1 8/128Gb,  A015,  черный;25990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-128gb-8gb-kak-novyi-chernyi-3g-4g-2sim-6-2054942/
Смартфон NOTHING CMF Phone 1 8/128Gb,  A015,  светло-зеленый;25990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-128gb-8gb-kak-novyi-svetlo-zelenyi-3g-4g-2054941/
Смартфон TECNO Pova 6 12/256Gb,  синий;21990₽;;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-12gb-sinii-3g-4g-6-8-1080x2436-and14-108mp-2048152/
Смартфон OPPO Reno12 F 8/512Gb,  CPH2687,  серый;25990₽;;https://www.citilink.ru/product/smartfon-oppo-reno12-f-cph2687-512gb-8gb-seryi-3g-4g-6-67-1080x2412-an-2048032/
Смартфон REALME C61 8/128Gb,  RMX3930,  зеленый;11990₽;;https://www.citilink.ru/product/smartfon-realme-c61-rmx3930-128gb-8gb-zelenyi-3g-4g-2sim-6-75-ips-720x-2047016/
Смартфон TECNO Spark 20 Pro+ 8/256Gb,  золотой;20990₽;;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-256gb-8gb-zolotistyi-3g-4g-6-78-1080x2460-2046611/
"Смартфон Apple iPhone 12 Pro Max 128Gb ""Как новый"",  A2411,  серебристый";84990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-a2411-128gb-6gb-kak-novyi-serebristyi-2044463/
"Смартфон Apple iPhone 12 Pro Max 128Gb ""Как новый"",  A2411,  графитовый";84990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-a2411-128gb-6gb-kak-novyi-grafit-3g-4-2044458/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  серый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-seryi-3g-4g-6-7-2031486/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  голубой;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-goluboi-3g-4g-6-2031450/
Смартфон Samsung Galaxy Z Fold 6 12/512Gb,  SM-F956B,  розовый;199990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-512gb-12gb-rozovyi-3g-4g-2031413/
Смартфон Xiaomi Redmi 13 6/128 Gb,  золотой;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-zolotistyi-3g-4g-2sim-6-79-ips-1080-2029538/
Смартфон Xiaomi Redmi 13 6/128 Gb,  розовый;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-rozovyi-3g-4g-2sim-6-79-ips-1080x24-2029537/
Смартфон TECNO Camon 30 8/256Gb,  зеленый;19490₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30-256gb-8gb-zelenyi-3g-4g-6-78-1080x2436-and14-5-2028498/
Смартфон TECNO Camon 30 Pro 5G 12/256Gb,  серебристый;35990₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30-pro-5g-256gb-12gb-serebristyi-3g-4g-6-78-1080x-2028297/
Смартфон INFINIX Note 40 Pro+ 5G 12/256Gb,  X6851B,  черный;36990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-5g-x6851b-256gb-12gb-chernyi-3g-4g-6-78-1-2024023/
Смартфон Samsung Galaxy A35 5G 8/256Gb,  SM-A356E,  голубой;31990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-256gb-8gb-goluboi-3g-4g-6-6-10-2019266/
Смартфон REALME 13+ 12/256Gb,  RMX5000,  бронзовый;35990₽;;https://www.citilink.ru/product/smartfon-realme-13-rmx5000-256gb-12gb-bronzovyi-3g-4g-6-67-1080x2400-a-2061782/
Смартфон Motorola Razr 40 5G 8/256Gb,  XT2323-1,  сиреневый;84490₽;;https://www.citilink.ru/product/smartfon-motorola-razr-40-xt2323-1-256gb-8gb-sirenevyi-3g-4g-6-9-1080x-2012234/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  желтый;27990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-zheltyi-3g-4g-6-6-10-2011527/
Смартфон INFINIX Hot 50 8/256Gb,  X6882,  черный;17990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50-x6882-256gb-8gb-chernyi-3g-4g-6-8-and-802-11-a-2052908/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  серый;92990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-seryi-2004286/
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 8/256Gb,  фиолетовый;43990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-pro-5g-8-256gb-fioletovyi-2004249/
Смартфон Xiaomi Poco M6 Pro 8/256Gb,  фиолетовый;18990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-m6-pro-8-256gb-fioletovyi-2001153/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  желтый титан;116990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-zheltyi-titan-2000227/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  фиолетовый;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-fioletovyi-2000210/
Смартфон Honor X8b 8/128Gb,  титановый серебристый;17990₽;5;https://www.citilink.ru/product/smartfon-honor-x8b-8-128gb-titanovyi-serebristyi-1998148/
Смартфон Samsung Galaxy S23 8/128Gb,  SM-S911B,  кремовый;66190₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-5g-8-128gb-sm-s911b-kremovyi-1996981/
Смартфон Meizu Mblu 21 6/128Gb,  M2416,  синий;10990₽;;https://www.citilink.ru/product/smartfon-meizu-mblue-21-m2416-128gb-6gb-sinii-3g-4g-2sim-6-79-tft-720x-2057348/
Смартфон Xiaomi Redmi 14C 8/256Gb,  сиреневый;13990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-256gb-8gb-sirenevyi-3g-4g-2sim-6-88-ips-1640-2062057/
Смартфон Xiaomi Redmi 14C 4/128Gb,  черный;11990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-128gb-4gb-chernyi-3g-4g-2sim-6-88-ips-1640x7-2062054/
Смартфон Xiaomi Poco C75 8/256Gb,  золотой;12990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-256gb-8gb-zolotistyi-3g-4g-2sim-6-88-ips-1640-2062030/
Смартфон Xiaomi Poco C75 6/128Gb,  зеленый;10990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c75-128gb-6gb-zelenyi-3g-4g-2sim-6-88-ips-1640x72-2062028/
Смартфон TECNO Camon 30S 8/128Gb,  черный;17490₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30s-128gb-8gb-chernyi-3g-4g-6-78-1080x2436-and14-2061564/
Смартфон Apple iPhone 16 Pro 1Tb,  A3294,  бежевый титан;217090₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-1tb-a3294-bezhevyi-titan-2060769/
Смартфон NOTHING Phone 2A 12/256Gb,  A142,  черный;44990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-2a-a142-256gb-12gb-chernyi-3g-4g-6-7-and14-802-2060598/
Смартфон Apple iPhone 16 Pro Max 256Gb,  A3297,  белый титан;181890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-256gb-a3297-belyi-titan-2060490/
Смартфон Apple iPhone 16 Pro 256Gb,  A3294,  титан;167390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-256gb-a3294-titan-2060485/
Смартфон Apple iPhone 16 Pro 256Gb,  A3294,  бежевый титан;167390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-256gb-a3294-bezhevyi-titan-2060210/
Смартфон Apple iPhone 16 Pro 256Gb,  A3294,  белый титан;167390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-256gb-a3294-belyi-titan-2060205/
Смартфон TECNO Spark Go 1 3/64Gb,  черный;7490₽;;https://www.citilink.ru/product/smartfon-tecno-spark-go-1-64gb-3gb-chernyi-3g-4g-6-67-720x1600-and14-1-2058618/
Смартфон OPPO A3x 4/128Gb,  CPH2641,  лазурный;11990₽;;https://www.citilink.ru/product/smartfon-oppo-a3x-cph2641-128gb-4gb-lazurnyi-3g-4g-6-67-1080x2400-and1-2058579/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  мятный;69990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-myatnyi-3g-4g-6-7-10-2058094/
Смартфон Apple iPhone 16 Pro Max 256Gb,  A3297,  белый титан;181890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-256gb-a3297-belyi-titan-2057154/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  желтый;25990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-sm-a256e-256gb-8gb-zheltyi-3g-4g-6-5-1080x-2056548/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  темно-синий;25990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-sm-a256e-256gb-8gb-temno-sinii-3g-4g-6-5-1-2056545/
Смартфон TECNO Phantom V Fold 2 12/512Gb,  синий;119990₽;5;https://www.citilink.ru/product/smartfon-tecno-phantom-v-fold-2-512gb-12gb-sinii-3g-4g-7-85-2000x2296-2055737/
Смартфон NOTHING CMF Phone 1 8/256 Gb,  A015,  черный;31990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-256gb-8gb-kak-novyi-chernyi-3g-4g-2sim-6-2054944/
Смартфон NOTHING CMF Phone 1 8/128Gb,  A015,  черный;25990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-128gb-8gb-kak-novyi-chernyi-3g-4g-2sim-6-2054942/
Смартфон NOTHING CMF Phone 1 8/128Gb,  A015,  светло-зеленый;25990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-128gb-8gb-kak-novyi-svetlo-zelenyi-3g-4g-2054941/
Смартфон TECNO Pova 6 12/256Gb,  синий;21990₽;;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-12gb-sinii-3g-4g-6-8-1080x2436-and14-108mp-2048152/
Смартфон OPPO Reno12 F 8/512Gb,  CPH2687,  серый;25990₽;;https://www.citilink.ru/product/smartfon-oppo-reno12-f-cph2687-512gb-8gb-seryi-3g-4g-6-67-1080x2412-an-2048032/
Смартфон REALME C61 8/128Gb,  RMX3930,  зеленый;11990₽;;https://www.citilink.ru/product/smartfon-realme-c61-rmx3930-128gb-8gb-zelenyi-3g-4g-2sim-6-75-ips-720x-2047016/
Смартфон TECNO Spark 20 Pro+ 8/256Gb,  золотой;20990₽;;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-256gb-8gb-zolotistyi-3g-4g-6-78-1080x2460-2046611/
"Смартфон Apple iPhone 12 Pro Max 128Gb ""Как новый"",  A2411,  серебристый";84990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-a2411-128gb-6gb-kak-novyi-serebristyi-2044463/
"Смартфон Apple iPhone 12 Pro Max 128Gb ""Как новый"",  A2411,  графитовый";84990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-a2411-128gb-6gb-kak-novyi-grafit-3g-4-2044458/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  серый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-seryi-3g-4g-6-7-2031486/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  голубой;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-goluboi-3g-4g-6-2031450/
Смартфон Samsung Galaxy Z Fold 6 12/512Gb,  SM-F956B,  розовый;199990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-512gb-12gb-rozovyi-3g-4g-2031413/
Смартфон Xiaomi Redmi 13 6/128 Gb,  золотой;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-zolotistyi-3g-4g-2sim-6-79-ips-1080-2029538/
Смартфон Xiaomi Redmi 13 6/128 Gb,  розовый;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-rozovyi-3g-4g-2sim-6-79-ips-1080x24-2029537/
Смартфон TECNO Camon 30 8/256Gb,  зеленый;19490₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30-256gb-8gb-zelenyi-3g-4g-6-78-1080x2436-and14-5-2028498/
Смартфон TECNO Camon 30 Pro 5G 12/256Gb,  серебристый;35990₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30-pro-5g-256gb-12gb-serebristyi-3g-4g-6-78-1080x-2028297/
Смартфон INFINIX Note 40 Pro+ 5G 12/256Gb,  X6851B,  черный;36990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-5g-x6851b-256gb-12gb-chernyi-3g-4g-6-78-1-2024023/
Смартфон Samsung Galaxy A35 5G 8/256Gb,  SM-A356E,  голубой;31990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-256gb-8gb-goluboi-3g-4g-6-6-10-2019266/
Смартфон REALME 13+ 12/256Gb,  RMX5000,  бронзовый;35990₽;;https://www.citilink.ru/product/smartfon-realme-13-rmx5000-256gb-12gb-bronzovyi-3g-4g-6-67-1080x2400-a-2061782/
Смартфон Motorola Razr 40 5G 8/256Gb,  XT2323-1,  сиреневый;84490₽;;https://www.citilink.ru/product/smartfon-motorola-razr-40-xt2323-1-256gb-8gb-sirenevyi-3g-4g-6-9-1080x-2012234/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  желтый;27990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-zheltyi-3g-4g-6-6-10-2011527/
Смартфон INFINIX Hot 50 8/256Gb,  X6882,  черный;17990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50-x6882-256gb-8gb-chernyi-3g-4g-6-8-and-802-11-a-2052908/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  серый;92990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-seryi-2004286/
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 8/256Gb,  фиолетовый;43990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-13-pro-5g-8-256gb-fioletovyi-2004249/
Смартфон Xiaomi Poco M6 Pro 8/256Gb,  фиолетовый;18990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-m6-pro-8-256gb-fioletovyi-2001153/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  желтый титан;116990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-zheltyi-titan-2000227/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  фиолетовый;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-fioletovyi-2000210/
Смартфон Honor X8b 8/128Gb,  титановый серебристый;17990₽;5;https://www.citilink.ru/product/smartfon-honor-x8b-8-128gb-titanovyi-serebristyi-1998148/
Смартфон Samsung Galaxy S23 8/128Gb,  SM-S911B,  кремовый;66190₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-5g-8-128gb-sm-s911b-kremovyi-1996981/
Смартфон Meizu Mblu 21 6/128Gb,  M2416,  синий;10990₽;;https://www.citilink.ru/product/smartfon-meizu-mblue-21-m2416-128gb-6gb-sinii-3g-4g-2sim-6-79-tft-720x-2057348/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  лаванда;34990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-lavanda-3g-4g-6-6-10-2066283/
Смартфон Xiaomi Redmi Note 12 6/128Gb,  золотой рассвет;21990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-12-6-128gb-zolotoi-rassvet-1981220/
